Code,Date,Widespread mask usage (over 75%),Confirmed case isolation,Contact isolation,Gatherings limited to 10 or less,Gatherings limited to 100,Gatherings limited to 500,Some businesses suspended,Many businesses suspended,Schools and universities closed,Social distancing advised,Staying home advised,1 - 10 000 tests,10 000 - 100 000 tests,100 000+ tests,General curfew,General strict isolation
HU,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LV,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LT,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MD,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IS,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MK,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IE,2020-03-09 00:00:00+00:00,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
VA,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JE,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KZ,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NO,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LI,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MX,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EG,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
AF,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQ,2020-03-09 00:00:00+00:00,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
FO,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,2020-03-09 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PK,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UG,2020-03-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2020-03-10 00:00:00+00:00,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DE,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
GB,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KR,2020-03-10 00:00:00+00:00,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
SG,2020-03-10 00:00:00+00:00,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
IL,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP,2020-03-10 00:00:00+00:00,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SE,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SI,2020-03-10 00:00:00+00:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CA,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TW,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN-MO,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN-HK,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
CN,2020-03-10 00:00:00+00:00,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1
US,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TH,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT,2020-03-10 00:00:00+00:00,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CZ,2020-03-10 00:00:00+00:00,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
AU,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NZ,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FR,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PT,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
BE,2020-03-10 00:00:00+00:00,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LU,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-03-10 00:00:00+00:00,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
AD,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BY,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA,2020-03-10 00:00:00+00:00,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
BG,2020-03-10 00:00:00+00:00,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DK,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EE,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FI,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GE,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LV,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LT,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MD,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IS,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MK,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IE,2020-03-10 00:00:00+00:00,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
VA,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
JE,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KZ,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UA,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NO,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LI,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MX,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EG,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
AF,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQ,2020-03-10 00:00:00+00:00,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
FO,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,2020-03-10 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PK,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UG,2020-03-10 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2020-03-11 00:00:00+00:00,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DE,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
GB,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KR,2020-03-11 00:00:00+00:00,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
SG,2020-03-11 00:00:00+00:00,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
IL,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP,2020-03-11 00:00:00+00:00,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SE,2020-03-11 00:00:00+00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SM,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SI,2020-03-11 00:00:00+00:00,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CA,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TW,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN-MO,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN-HK,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
CN,2020-03-11 00:00:00+00:00,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1
US,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TH,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT,2020-03-11 00:00:00+00:00,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CZ,2020-03-11 00:00:00+00:00,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
AU,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NZ,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,2020-03-11 00:00:00+00:00,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
FR,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PT,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
BE,2020-03-11 00:00:00+00:00,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LU,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-03-11 00:00:00+00:00,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
AD,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BY,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA,2020-03-11 00:00:00+00:00,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
BG,2020-03-11 00:00:00+00:00,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DK,2020-03-11 00:00:00+00:00,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
EE,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GE,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU,2020-03-11 00:00:00+00:00,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
LV,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LT,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MD,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MT,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IS,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MK,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IE,2020-03-11 00:00:00+00:00,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
VA,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
JE,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KZ,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UA,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NO,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LI,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MX,2020-03-11 00:00:00+00:00,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
EG,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
AF,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQ,2020-03-11 00:00:00+00:00,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
FO,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,2020-03-11 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PK,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UG,2020-03-11 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2020-03-12 00:00:00+00:00,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DE,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
GB,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KR,2020-03-12 00:00:00+00:00,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
SG,2020-03-12 00:00:00+00:00,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
IL,2020-03-12 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP,2020-03-12 00:00:00+00:00,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SE,2020-03-12 00:00:00+00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SM,2020-03-12 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SI,2020-03-12 00:00:00+00:00,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CA,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TW,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN-MO,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN-HK,2020-03-12 00:00:00+00:00,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
CN,2020-03-12 00:00:00+00:00,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1
US,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TH,2020-03-12 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT,2020-03-12 00:00:00+00:00,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CZ,2020-03-12 00:00:00+00:00,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
AU,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NZ,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,2020-03-12 00:00:00+00:00,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
FR,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PT,2020-03-12 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,2020-03-12 00:00:00+00:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
BE,2020-03-12 00:00:00+00:00,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
LU,2020-03-12 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-03-12 00:00:00+00:00,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
