Code,Date,Healthcare specialisation,Minor distancing and hygiene measures,Phone line,Mask wearing,Asymptomatic contact isolation,Lockdown and cancel
SG,2020-02-08 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.05361208440245591
JP,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-08 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-08 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-09 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-09 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-09 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-09 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-09 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-10 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-10 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-10 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-10 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-10 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-11 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-11 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-11 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-11 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-11 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-12 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-12 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-12 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-12 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-12 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-13 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-13 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-13 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-13 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-13 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-14 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-14 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-14 00:00:00+00:00,0.2857142857142857,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-14 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-14 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-14 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-15 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-15 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-15 00:00:00+00:00,0.2857142857142857,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-15 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-15 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-15 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-16 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-16 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-16 00:00:00+00:00,0.2857142857142857,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-16 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-16 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-16 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-17 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-17 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-17 00:00:00+00:00,0.2857142857142857,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-17 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-17 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-17 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-18 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-18 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-18 00:00:00+00:00,0.2857142857142857,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-18 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-18 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-18 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-19 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-19 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.125
SG,2020-02-19 00:00:00+00:00,0.2857142857142857,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-19 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-19 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-19 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-20 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-20 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.125
SG,2020-02-20 00:00:00+00:00,0.2857142857142857,0.0,0.0,0.05,1.0,0.3036120844024559
JP,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-20 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-20 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-20 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
